Drug1,Drug2,Cell line,label
AZD1390,Gefitinib,HCC-44,0
AZD1390,Gefitinib,HCC-78,0
AZD1390,Gefitinib,HCC1143,0
AZD1390,Gefitinib,HCC1428,0
AZD1390,Gefitinib,HCC1500,0
AZD1390,Gefitinib,HCC1806,0
AZD1390,Gefitinib,HCC2157,0
AZD1390,Gefitinib,HCC38,0
AZD1390,Gefitinib,HCC70,0
AZD1390,Gefitinib,HDLM-2,0
AZD1390,Gefitinib,HDQ-P1,0
AZD1390,Gefitinib,HGC-27,0
AZD1390,Gefitinib,HOP-62,0
AZD1390,Gefitinib,HOP-92,0
AZD1390,Gefitinib,HOS,0
AZD1390,Gefitinib,HSC-2,0
AZD1390,Gefitinib,HSC-3,0
AZD1390,Gefitinib,HSC-4,0
AZD1390,Gefitinib,HT-1376,0
AZD1390,Gefitinib,HT-144,0
AZD1390,Gefitinib,HT-29,0
AZD1390,Gefitinib,HuCCT1,0
AZD1390,Gefitinib,HuH-7,0
AZD1390,Gefitinib,IA-LM,0
AZD1390,Gefitinib,J82,0
AZD1390,Gefitinib,JHH-1,0
AZD1390,Gefitinib,JHH-2,0
AZD1390,Gefitinib,JHH-7,0
AZD1390,Gefitinib,JIMT-1,0
AZD1390,Gefitinib,JJN-3,0
AZD1390,Gefitinib,K-562,0
AZD1390,Gefitinib,KALS-1,0
AZD1390,Gefitinib,KARPAS-299,0
AZD1390,Gefitinib,KCL-22,0
AZD1390,Gefitinib,KE-37,0
AZD1390,Gefitinib,KELLY,0
AZD1390,Gefitinib,KM-H2,0
AZD1390,Gefitinib,KM12,0
AZD1390,Gefitinib,KMRC-1,0
AZD1390,Gefitinib,KNS-62,0
AZD1390,Gefitinib,KOPN-8,0
AZD1390,Gefitinib,KP-2,0
AZD1390,Gefitinib,KU-19-19,0
AZD1390,Gefitinib,KU812,0
AZD1390,Gefitinib,KURAMOCHI,0
AZD1390,Gefitinib,KYSE-150,0
AZD1390,Gefitinib,KYSE-180,0
AZD1390,Gefitinib,KYSE-410,0
AZD1390,Gefitinib,L-1236,0
AZD1390,Gefitinib,L-363,0
AZD1390,Gefitinib,L-428,0
AZD1390,Gefitinib,LCLC-97TM1,0
AZD1390,Gefitinib,LK-2,1
AZD1390,Gefitinib,LN-18,0
AZD1390,Gefitinib,LoVo,0
AZD1390,Gefitinib,MCF7,0
AZD1390,Gefitinib,MDA-MB-157,0
AZD1390,Gefitinib,MDA-MB-361,0
AZD1390,Gefitinib,MDA-MB-415,0
AZD1390,Gefitinib,MDA-MB-436,0
AZD1390,Gefitinib,ME-1,0
AZD1390,Gefitinib,MEG-01,0
AZD1390,Gefitinib,MEL-JUSO,0
AZD1390,Gefitinib,MFE-296,0
AZD1390,Gefitinib,MFE-319,0
AZD1390,Gefitinib,MG-63,0
AZD1390,Gefitinib,MKN1,0
AZD1390,Gefitinib,MOLM-13,0
AZD1390,Gefitinib,MOLP-8,0
AZD1390,Gefitinib,MOLT-4,1
AZD1390,Gefitinib,MONO-MAC-6,0
AZD1390,Gefitinib,MSTO-211H,0
AZD1390,Gefitinib,NAMALWA,0
AZD1390,Gefitinib,NCI-H1048,0
AZD1390,Gefitinib,NCI-H1092,0
AZD1390,Gefitinib,NCI-H1341,0
AZD1390,Gefitinib,NCI-H1355,0
AZD1390,Gefitinib,NCI-H1435,0
AZD1390,Gefitinib,NCI-H1573,0
AZD1390,Gefitinib,NCI-H1581,0
AZD1390,Gefitinib,NCI-H1623,0
AZD1390,Gefitinib,NCI-H1651,0
AZD1390,Gefitinib,NCI-H1693,0
AZD1390,Gefitinib,NCI-H1694,0
AZD1390,Gefitinib,NCI-H1781,0
AZD1390,Gefitinib,NCI-H1792,0
AZD1390,Gefitinib,NCI-H1793,0
AZD1390,Gefitinib,NCI-H1915,0
AZD1390,Gefitinib,NCI-H1944,0
AZD1390,Gefitinib,NCI-H196,0
AZD1390,Gefitinib,NCI-H2009,0
AZD1390,Gefitinib,NCI-H2023,0
AZD1390,Gefitinib,NCI-H2052,0
AZD1390,Gefitinib,NCI-H2087,0
AZD1390,Gefitinib,NCI-H209,0
AZD1390,Gefitinib,NCI-H211,0
AZD1390,Gefitinib,NCI-H2228,0
AZD1390,Gefitinib,NCI-H226,0
AZD1390,Gefitinib,NCI-H23,0
AZD1390,Gefitinib,NCI-H2405,0
AZD1390,Gefitinib,NCI-H2452,0
AZD1390,Gefitinib,NCI-H28,0
AZD1390,Gefitinib,NCI-H358,0
AZD1390,Gefitinib,NCI-H441,0
AZD1390,Gefitinib,NCI-H446,0
AZD1390,Gefitinib,NCI-H524,0
AZD1390,Gefitinib,NCI-H526,0
AZD1390,Gefitinib,NCI-H596,0
AZD1390,Gefitinib,NCI-H716,0
AZD1390,Gefitinib,NCI-H727,0
AZD1390,Gefitinib,NCI-H747,0
AZD1390,Gefitinib,NCI-H929,0
AZD1390,Gefitinib,NCI-N87,0
AZD1390,Gefitinib,NOMO-1,0
AZD1390,Gefitinib,OCI-AML2,0
AZD1390,Gefitinib,OCI-AML3,0
AZD1390,Gefitinib,OCI-AML5,0
AZD1390,Gefitinib,OE19,0
AZD1390,Gefitinib,OE21,0
AZD1390,Gefitinib,OE33,0
AZD1390,Gefitinib,OS-RC-2,0
AZD1390,Gefitinib,OV-90,0
AZD1390,Gefitinib,OVCAR-3,0
AZD1390,Gefitinib,OVCAR-8,0
AZD1390,Gefitinib,OVISE,0
AZD1390,Gefitinib,OVKATE,0
AZD1390,Gefitinib,PA-TU-8902,0
AZD1390,Gefitinib,PA-TU-8988T,0
AZD1390,Gefitinib,PC-14,0
AZD1390,Gefitinib,PSN1,0
AZD1390,Gefitinib,RCC10RGB,0
AZD1390,Gefitinib,RCM-1,0
AZD1390,Gefitinib,RERF-LC-KJ,0
AZD1390,Gefitinib,RERF-LC-Sq1,0
AZD1390,Gefitinib,RH-41,0
AZD1390,Gefitinib,RL95-2,0
AZD1390,Gefitinib,RPMI-7951,0
AZD1390,Gefitinib,RPMI-8226,0
AZD1390,Gefitinib,RT4,0
AZD1390,Gefitinib,Raji,0
AZD1390,Gefitinib,SBC-5,0
AZD1390,Gefitinib,SF268,0
AZD1390,Gefitinib,SF539,0
AZD1390,Gefitinib,SH-4,0
AZD1390,Gefitinib,SK-ES-1,0
AZD1390,Gefitinib,SK-HEP-1,1
AZD1390,Gefitinib,SK-LMS-1,0
AZD1390,Gefitinib,SK-MEL-2,0
AZD1390,Gefitinib,SK-MEL-24,0
AZD1390,Gefitinib,SK-MES-1,0
AZD1390,Gefitinib,SK-N-DZ,0
AZD1390,Gefitinib,SK-N-FI,0
AZD1390,Gefitinib,SK-N-SH,0
AZD1390,Gefitinib,SNG-M,0
AZD1390,Gefitinib,SNU-1,0
AZD1390,Gefitinib,SNU-16,0
AZD1390,Gefitinib,SNU-398,0
AZD1390,Gefitinib,SNU-407,0
AZD1390,Gefitinib,SNU-423,0
AZD1390,Gefitinib,SNU-61,0
AZD1390,Gefitinib,SNU-C1,0
AZD1390,Gefitinib,SNU-C5,0
AZD1390,Gefitinib,SU-DHL-10,0
AZD1390,Gefitinib,SU-DHL-5,0
AZD1390,Gefitinib,SU-DHL-6,1
AZD1390,Gefitinib,SUP-B15,0
AZD1390,Gefitinib,SUP-M2,0
AZD1390,Gefitinib,SUP-T1,0
AZD1390,Gefitinib,SW1463,1
AZD1390,Gefitinib,SW48,0
AZD1390,Gefitinib,SW620,0
AZD1390,Gefitinib,Saos-2,0
AZD1390,Gefitinib,SiHa,0
AZD1390,Gefitinib,T84,0
AZD1390,Gefitinib,TCCSUP,0
AZD1390,Gefitinib,TE-1,0
AZD1390,Gefitinib,TE-15,0
AZD1390,Gefitinib,TE-6,0
AZD1390,Gefitinib,TE-8,0
AZD1390,Gefitinib,TE-9,0
AZD1390,Gefitinib,TOV-21G,0
AZD1390,Gefitinib,TT,0
AZD1390,Gefitinib,TT2609-C02,0
AZD1390,Gefitinib,UACC-257,0
AZD1390,Gefitinib,UACC-62,0
AZD1390,Gefitinib,UACC-812,0
AZD1390,Gefitinib,VMRC-RCZ,0
AZD1390,Gefitinib,WM-115,0
AZD1390,Gefitinib,WSU-DLCL2,1
AZD1390,Gefitinib,ZR-75-30,0
AZD1390,Gefitinib,huH-1,0
AZD1390,Selumetinib,42-MG-BA,0
AZD1390,Selumetinib,647-V,0
AZD1390,Selumetinib,697,0
AZD1390,Selumetinib,769-P,1
AZD1390,Selumetinib,8305C,0
AZD1390,Selumetinib,8505C,0
AZD1390,Selumetinib,A172,0
AZD1390,Selumetinib,A498,0
AZD1390,Selumetinib,A549,0
AZD1390,Selumetinib,ACHN,1
AZD1390,Selumetinib,AMO-1,1
AZD1390,Selumetinib,AU565,1
AZD1390,Selumetinib,BFTC-909,0
AZD1390,Selumetinib,BT-474,0
AZD1390,Selumetinib,BT-549,0
AZD1390,Selumetinib,BV-173,0
AZD1390,Selumetinib,C32,0
AZD1390,Selumetinib,CADO-ES1,0
AZD1390,Selumetinib,CAL-120,0
AZD1390,Selumetinib,CAL-51,0
AZD1390,Selumetinib,CAL-54,0
AZD1390,Selumetinib,CAL-62,0
AZD1390,Selumetinib,CAS-1,0
AZD1390,Selumetinib,CCK-81,1
AZD1390,Selumetinib,CCRF-CEM,0
AZD1390,Selumetinib,CL-11,1
AZD1390,Selumetinib,CML-T1,0
AZD1390,Selumetinib,COLO-678,0
AZD1390,Selumetinib,COR-L23,0
AZD1390,Selumetinib,COR-L279,0
AZD1390,Selumetinib,COR-L311,0
AZD1390,Selumetinib,Calu-3,0
AZD1390,Selumetinib,Calu-6,0
AZD1390,Selumetinib,Caov-4,0
AZD1390,Selumetinib,DBTRG-05MG,1
AZD1390,Selumetinib,DEL,1
AZD1390,Selumetinib,DK-MG,1
AZD1390,Selumetinib,Daudi,0
AZD1390,Selumetinib,EBC-1,0
AZD1390,Selumetinib,EC-GI-10,0
AZD1390,Selumetinib,EFM-192A,0
AZD1390,Selumetinib,EJM,0
AZD1390,Selumetinib,EM-2,1
AZD1390,Selumetinib,FU97,0
AZD1390,Selumetinib,G-361,0
AZD1390,Selumetinib,G-401,0
AZD1390,Selumetinib,GB-1,0
AZD1390,Selumetinib,GCIY,0
AZD1390,Selumetinib,GDM-1,0
AZD1390,Selumetinib,H4,0
AZD1390,Selumetinib,HARA,0
AZD1390,Selumetinib,HCC-15,1
AZD1390,Selumetinib,HCC1143,1
AZD1390,Selumetinib,HCC1187,1
AZD1390,Selumetinib,HCC1395,0
AZD1390,Selumetinib,HCC1500,0
AZD1390,Selumetinib,HCC1954,0
AZD1390,Selumetinib,HCC2157,1
AZD1390,Selumetinib,HDLM-2,0
AZD1390,Selumetinib,HDQ-P1,0
AZD1390,Selumetinib,HGC-27,0
AZD1390,Selumetinib,HOP-62,0
AZD1390,Selumetinib,HOS,0
AZD1390,Selumetinib,HPAC,0
AZD1390,Selumetinib,HSC-3,0
AZD1390,Selumetinib,HSC-4,0
AZD1390,Selumetinib,HT-1080,0
AZD1390,Selumetinib,HT-144,0
AZD1390,Selumetinib,HT55,0
AZD1390,Selumetinib,HeLa,0
AZD1390,Selumetinib,IGR-1,0
AZD1390,Selumetinib,IGR-37,0
AZD1390,Selumetinib,IST-MES1,0
AZD1390,Selumetinib,JHH-2,0
AZD1390,Selumetinib,JHH-4,0
AZD1390,Selumetinib,JHH-6,0
AZD1390,Selumetinib,JJN-3,1
AZD1390,Selumetinib,JURL-MK1,0
AZD1390,Selumetinib,JVM-2,1
AZD1390,Selumetinib,KARPAS-422,0
AZD1390,Selumetinib,KARPAS-620,1
AZD1390,Selumetinib,KCL-22,1
AZD1390,Selumetinib,KG-1,1
AZD1390,Selumetinib,KM-H2,0
AZD1390,Selumetinib,KM12,0
AZD1390,Selumetinib,KMS-12-BM,1
AZD1390,Selumetinib,KNS-62,0
AZD1390,Selumetinib,KOPN-8,1
AZD1390,Selumetinib,KU-19-19,0
AZD1390,Selumetinib,KU812,0
AZD1390,Selumetinib,KURAMOCHI,0
AZD1390,Selumetinib,KYSE-150,0
AZD1390,Selumetinib,KYSE-180,0
AZD1390,Selumetinib,KYSE-270,0
AZD1390,Selumetinib,KYSE-70,0
AZD1390,Selumetinib,L-1236,1
AZD1390,Selumetinib,L-363,0
AZD1390,Selumetinib,LAMA-84,0
AZD1390,Selumetinib,LCLC-103H,0
AZD1390,Selumetinib,LCLC-97TM1,1
AZD1390,Selumetinib,LN-229,0
AZD1390,Selumetinib,LOU-NH91,1
AZD1390,Selumetinib,LXF-289,0
AZD1390,Selumetinib,MDA-MB-157,0
AZD1390,Selumetinib,MDA-MB-175-VII,0
AZD1390,Selumetinib,MDA-MB-231,1
AZD1390,Selumetinib,MDA-MB-436,0
AZD1390,Selumetinib,MDA-MB-453,0
AZD1390,Selumetinib,MDST8,0
AZD1390,Selumetinib,MES-SA,0
AZD1390,Selumetinib,MFE-280,0
AZD1390,Selumetinib,MFE-296,0
AZD1390,Selumetinib,MHH-ES-1,0
AZD1390,Selumetinib,MKN1,0
AZD1390,Selumetinib,MOLM-13,0
AZD1390,Selumetinib,MOLT-16,1
AZD1390,Selumetinib,MOLT-4,1
AZD1390,Selumetinib,MONO-MAC-6,0
AZD1390,Selumetinib,NALM-6,0
AZD1390,Selumetinib,NAMALWA,0
AZD1390,Selumetinib,NCI-H1048,0
AZD1390,Selumetinib,NCI-H1355,1
AZD1390,Selumetinib,NCI-H1435,0
AZD1390,Selumetinib,NCI-H1563,0
AZD1390,Selumetinib,NCI-H1581,1
AZD1390,Selumetinib,NCI-H1623,1
AZD1390,Selumetinib,NCI-H1648,0
AZD1390,Selumetinib,NCI-H1666,1
AZD1390,Selumetinib,NCI-H1693,0
AZD1390,Selumetinib,NCI-H1703,0
AZD1390,Selumetinib,NCI-H1793,0
AZD1390,Selumetinib,NCI-H1838,0
AZD1390,Selumetinib,NCI-H1876,1
AZD1390,Selumetinib,NCI-H196,0
AZD1390,Selumetinib,NCI-H1963,1
AZD1390,Selumetinib,NCI-H1975,0
AZD1390,Selumetinib,NCI-H2066,0
AZD1390,Selumetinib,NCI-H2085,0
AZD1390,Selumetinib,NCI-H2087,0
AZD1390,Selumetinib,NCI-H2228,0
AZD1390,Selumetinib,NCI-H226,0
AZD1390,Selumetinib,NCI-H2342,0
AZD1390,Selumetinib,NCI-H2452,0
AZD1390,Selumetinib,NCI-H28,0
AZD1390,Selumetinib,NCI-H3122,1
AZD1390,Selumetinib,NCI-H441,0
AZD1390,Selumetinib,NCI-H446,0
AZD1390,Selumetinib,NCI-H520,0
AZD1390,Selumetinib,NCI-H526,0
AZD1390,Selumetinib,NCI-H596,0
AZD1390,Selumetinib,NCI-H650,0
AZD1390,Selumetinib,NCI-H716,1
AZD1390,Selumetinib,NCI-H747,0
AZD1390,Selumetinib,NCI-H810,0
AZD1390,Selumetinib,NCI-H929,1
AZD1390,Selumetinib,NCI-N87,0
AZD1390,Selumetinib,NOMO-1,0
AZD1390,Selumetinib,OCI-AML5,0
AZD1390,Selumetinib,OCI-M1,1
AZD1390,Selumetinib,OCUM-1,0
AZD1390,Selumetinib,OE33,0
AZD1390,Selumetinib,OPM-2,0
AZD1390,Selumetinib,OS-RC-2,0
AZD1390,Selumetinib,OVCAR-4,0
AZD1390,Selumetinib,OVCAR-5,1
AZD1390,Selumetinib,OVCAR-8,0
AZD1390,Selumetinib,OVTOKO,0
AZD1390,Selumetinib,P12-ICHIKAWA,1
AZD1390,Selumetinib,PA-TU-8902,1
AZD1390,Selumetinib,PC-3,0
AZD1390,Selumetinib,PF-382,0
AZD1390,Selumetinib,PSN1,0
AZD1390,Selumetinib,RERF-GC-1B,1
AZD1390,Selumetinib,RERF-LC-Sq1,1
AZD1390,Selumetinib,RH-41,0
AZD1390,Selumetinib,RL95-2,0
AZD1390,Selumetinib,RMG-I,0
AZD1390,Selumetinib,RPMI-8226,1
AZD1390,Selumetinib,Raji,0
AZD1390,Selumetinib,SBC-5,0
AZD1390,Selumetinib,SCC-15,0
AZD1390,Selumetinib,SF268,0
AZD1390,Selumetinib,SH-4,0
AZD1390,Selumetinib,SJSA-1,0
AZD1390,Selumetinib,SK-MEL-1,0
AZD1390,Selumetinib,SK-MEL-2,0
AZD1390,Selumetinib,SK-MES-1,0
AZD1390,Selumetinib,SK-N-SH,0
AZD1390,Selumetinib,SN12C,0
AZD1390,Selumetinib,SNG-M,0
AZD1390,Selumetinib,SNU-387,0
AZD1390,Selumetinib,SNU-398,0
AZD1390,Selumetinib,SNU-449,0
AZD1390,Selumetinib,SR,0
AZD1390,Selumetinib,ST486,0
AZD1390,Selumetinib,SU-DHL-10,0
AZD1390,Selumetinib,SU-DHL-8,0
AZD1390,Selumetinib,SUIT-2,0
AZD1390,Selumetinib,SUP-B15,0
AZD1390,Selumetinib,SW48,0
AZD1390,Selumetinib,SW837,0
AZD1390,Selumetinib,Saos-2,0
AZD1390,Selumetinib,T98G,0
AZD1390,Selumetinib,TC-71,0
AZD1390,Selumetinib,TCCSUP,0
AZD1390,Selumetinib,TE-5,0
AZD1390,Selumetinib,TE-6,0
AZD1390,Selumetinib,TE-8,1
AZD1390,Selumetinib,TOV-21G,0
AZD1390,Selumetinib,TT,0
AZD1390,Selumetinib,TT2609-C02,0
AZD1390,Selumetinib,UACC-812,0
AZD1390,Selumetinib,UM-UC-3,0
AZD1390,Selumetinib,VCaP,0
AZD1390,Selumetinib,WSU-DLCL2,0
AZD1390,Selumetinib,YAPC,0
AZD1390,Selumetinib,YH-13,0
AZD1775,AZD0156,42-MG-BA,1
AZD1775,AZD0156,5637,0
AZD1775,AZD0156,639-V,0
AZD1775,AZD0156,786-0,1
AZD1775,AZD0156,8-MG-BA,0
AZD1775,AZD0156,8305C,1
AZD1775,AZD0156,A172,0
AZD1775,AZD0156,A2058,0
AZD1775,AZD0156,A498,0
AZD1775,AZD0156,AGS,0
AZD1775,AZD0156,ALL-SIL,0
AZD1775,AZD0156,AM-38,1
AZD1775,AZD0156,BFTC-909,0
AZD1775,AZD0156,BL-41,1
AZD1775,AZD0156,BT-20,0
AZD1775,AZD0156,BV-173,1
AZD1775,AZD0156,BxPC-3,0
AZD1775,AZD0156,C2BBe1,1
AZD1775,AZD0156,CADO-ES1,1
AZD1775,AZD0156,CAL-120,0
AZD1775,AZD0156,CAL-148,0
AZD1775,AZD0156,CAL-51,0
AZD1775,AZD0156,CAL-54,0
AZD1775,AZD0156,CAL-78,0
AZD1775,AZD0156,CAS-1,0
AZD1775,AZD0156,CCRF-CEM,1
AZD1775,AZD0156,CFPAC-1,0
AZD1775,AZD0156,CML-T1,0
AZD1775,AZD0156,COLO-678,0
AZD1775,AZD0156,COLO-679,0
AZD1775,AZD0156,COR-L23,1
AZD1775,AZD0156,COR-L279,0
AZD1775,AZD0156,COR-L311,0
AZD1775,AZD0156,Calu-3,0
AZD1775,AZD0156,Calu-6,0
AZD1775,AZD0156,Caov-3,0
AZD1775,AZD0156,DU-145,0
AZD1775,AZD0156,Daoy,0
AZD1775,AZD0156,Daudi,0
AZD1775,AZD0156,EFM-192A,0
AZD1775,AZD0156,EFO-21,0
AZD1775,AZD0156,EJM,0
AZD1775,AZD0156,EN,0
AZD1775,AZD0156,ES-2,0
AZD1775,AZD0156,ESS-1,0
AZD1775,AZD0156,G-401,0
AZD1775,AZD0156,G-402,0
AZD1775,AZD0156,GA-10,1
AZD1775,AZD0156,GCIY,0
AZD1775,AZD0156,GCT,0
AZD1775,AZD0156,GDM-1,0
AZD1775,AZD0156,H4,0
AZD1775,AZD0156,HCC-15,0
AZD1775,AZD0156,HCC-78,1
AZD1775,AZD0156,HCC1395,0
AZD1775,AZD0156,HCC1419,0
AZD1775,AZD0156,HCC1428,0
AZD1775,AZD0156,HCC1937,0
AZD1775,AZD0156,HCC1954,0
AZD1775,AZD0156,HCC2157,0
AZD1775,AZD0156,HCT-15,1
AZD1775,AZD0156,HDLM-2,0
AZD1775,AZD0156,HDQ-P1,1
AZD1775,AZD0156,HL-60,0
AZD1775,AZD0156,HOP-62,0
AZD1775,AZD0156,HOP-92,0
AZD1775,AZD0156,HSC-2,0
AZD1775,AZD0156,HSC-3,0
AZD1775,AZD0156,HSC-4,0
AZD1775,AZD0156,HT-1376,0
AZD1775,AZD0156,HT-144,0
AZD1775,AZD0156,HT-29,0
AZD1775,AZD0156,HuCCT1,0
AZD1775,AZD0156,HuH-7,0
AZD1775,AZD0156,IGR-1,0
AZD1775,AZD0156,JHH-1,0
AZD1775,AZD0156,JHH-6,0
AZD1775,AZD0156,JHH-7,0
AZD1775,AZD0156,JURL-MK1,1
AZD1775,AZD0156,JVM-3,0
AZD1775,AZD0156,K-562,0
AZD1775,AZD0156,KARPAS-620,1
AZD1775,AZD0156,KCL-22,0
AZD1775,AZD0156,KE-37,1
AZD1775,AZD0156,KM-H2,1
AZD1775,AZD0156,KM12,0
AZD1775,AZD0156,KMRC-1,0
AZD1775,AZD0156,KNS-62,0
AZD1775,AZD0156,KOPN-8,0
AZD1775,AZD0156,KP-2,0
AZD1775,AZD0156,KURAMOCHI,0
AZD1775,AZD0156,KYM-1,0
AZD1775,AZD0156,KYSE-150,0
AZD1775,AZD0156,KYSE-410,0
AZD1775,AZD0156,KYSE-450,0
AZD1775,AZD0156,KYSE-520,0
AZD1775,AZD0156,L-363,1
AZD1775,AZD0156,L-428,1
AZD1775,AZD0156,L-540,1
AZD1775,AZD0156,LK-2,0
AZD1775,AZD0156,LN-18,0
AZD1775,AZD0156,LN-229,0
AZD1775,AZD0156,LoVo,0
AZD1775,AZD0156,MCF7,0
AZD1775,AZD0156,MDA-MB-157,0
AZD1775,AZD0156,MDA-MB-415,0
AZD1775,AZD0156,MDA-MB-436,0
AZD1775,AZD0156,MDA-MB-453,0
AZD1775,AZD0156,ME-1,0
AZD1775,AZD0156,MEG-01,1
AZD1775,AZD0156,MEL-JUSO,1
AZD1775,AZD0156,MFE-296,0
AZD1775,AZD0156,MFE-319,0
AZD1775,AZD0156,MG-63,0
AZD1775,AZD0156,MOLP-8,0
AZD1775,AZD0156,MOLT-13,1
AZD1775,AZD0156,MOLT-16,0
AZD1775,AZD0156,MSTO-211H,1
AZD1775,AZD0156,MV-4-11,0
AZD1775,AZD0156,NALM-6,1
AZD1775,AZD0156,NCI-H1092,0
AZD1775,AZD0156,NCI-H1155,0
AZD1775,AZD0156,NCI-H1355,0
AZD1775,AZD0156,NCI-H1568,0
AZD1775,AZD0156,NCI-H1573,0
AZD1775,AZD0156,NCI-H1581,0
AZD1775,AZD0156,NCI-H1650,0
AZD1775,AZD0156,NCI-H1666,0
AZD1775,AZD0156,NCI-H1693,0
AZD1775,AZD0156,NCI-H1755,0
AZD1775,AZD0156,NCI-H1793,0
AZD1775,AZD0156,NCI-H1876,1
AZD1775,AZD0156,NCI-H196,0
AZD1775,AZD0156,NCI-H1963,0
AZD1775,AZD0156,NCI-H1975,1
AZD1775,AZD0156,NCI-H2052,0
AZD1775,AZD0156,NCI-H2066,0
AZD1775,AZD0156,NCI-H2085,0
AZD1775,AZD0156,NCI-H2122,1
AZD1775,AZD0156,NCI-H2170,1
AZD1775,AZD0156,NCI-H2228,0
AZD1775,AZD0156,NCI-H2342,0
AZD1775,AZD0156,NCI-H2347,0
AZD1775,AZD0156,NCI-H2405,0
AZD1775,AZD0156,NCI-H441,0
AZD1775,AZD0156,NCI-H446,0
AZD1775,AZD0156,NCI-H520,0
AZD1775,AZD0156,NCI-H526,0
AZD1775,AZD0156,NCI-H596,1
AZD1775,AZD0156,NCI-H650,0
AZD1775,AZD0156,NCI-H716,1
AZD1775,AZD0156,NCI-H727,0
AZD1775,AZD0156,NCI-H747,0
AZD1775,AZD0156,NCI-H929,0
AZD1775,AZD0156,NMC-G1,0
AZD1775,AZD0156,NOMO-1,1
AZD1775,AZD0156,OCI-AML2,0
AZD1775,AZD0156,OCI-AML5,0
AZD1775,AZD0156,OCI-M1,1
AZD1775,AZD0156,OE33,1
AZD1775,AZD0156,ONS-76,0
AZD1775,AZD0156,OPM-2,0
AZD1775,AZD0156,OVCAR-3,0
AZD1775,AZD0156,OVCAR-4,0
AZD1775,AZD0156,OVCAR-8,1
AZD1775,AZD0156,PA-TU-8902,0
AZD1775,AZD0156,PA-TU-8988T,0
AZD1775,AZD0156,PC-14,0
AZD1775,AZD0156,RCM-1,0
AZD1775,AZD0156,RD,0
AZD1775,AZD0156,RERF-LC-Sq1,1
AZD1775,AZD0156,RKO,0
AZD1775,AZD0156,RL95-2,0
AZD1775,AZD0156,RMG-I,0
AZD1775,AZD0156,RVH-421,0
AZD1775,AZD0156,Raji,0
AZD1775,AZD0156,SBC-5,0
AZD1775,AZD0156,SCC-9,0
AZD1775,AZD0156,SF268,0
AZD1775,AZD0156,SHP-77,0
AZD1775,AZD0156,SK-CO-1,0
AZD1775,AZD0156,SK-ES-1,1
AZD1775,AZD0156,SK-HEP-1,0
AZD1775,AZD0156,SK-MEL-24,0
AZD1775,AZD0156,SK-MM-2,1
AZD1775,AZD0156,SK-N-AS,0
AZD1775,AZD0156,SK-N-SH,0
AZD1775,AZD0156,SK-OV-3,0
AZD1775,AZD0156,SK-UT-1,0
AZD1775,AZD0156,SNU-16,0
AZD1775,AZD0156,SNU-175,1
AZD1775,AZD0156,SNU-387,0
AZD1775,AZD0156,SNU-423,0
AZD1775,AZD0156,SNU-449,0
AZD1775,AZD0156,SNU-5,0
AZD1775,AZD0156,SNU-C5,0
AZD1775,AZD0156,SR,0
AZD1775,AZD0156,ST486,1
AZD1775,AZD0156,SU-DHL-8,1
AZD1775,AZD0156,SUIT-2,1
AZD1775,AZD0156,SUP-B15,1
AZD1775,AZD0156,SW1116,0
AZD1775,AZD0156,SW1463,0
AZD1775,AZD0156,SW48,0
AZD1775,AZD0156,Saos-2,0
AZD1775,AZD0156,SiHa,0
AZD1775,AZD0156,T84,0
AZD1775,AZD0156,TCCSUP,0
AZD1775,AZD0156,TE-10,0
AZD1775,AZD0156,TE-15,0
AZD1775,AZD0156,TE-6,0
AZD1775,AZD0156,TE-9,0
AZD1775,AZD0156,TGBC11TKB,0
AZD1775,AZD0156,TT,0
AZD1775,AZD0156,TYK-nu,0
AZD1775,AZD0156,U251,1
AZD1775,AZD0156,UACC-812,0
AZD1775,AZD0156,VCaP,0
AZD1775,AZD0156,VMRC-RCZ,0
AZD1775,AZD0156,YAPC,0
AZD1775,AZD0156,YH-13,0
AZD1775,AZD0156,ZR-75-30,0
AZD1775,AZD2811,639-V,1
AZD1775,AZD2811,647-V,1
AZD1775,AZD2811,697,1
AZD1775,AZD2811,8-MG-BA,1
AZD1775,AZD2811,8305C,0
AZD1775,AZD2811,A101D,0
AZD1775,AZD2811,A549,1
AZD1775,AZD2811,ACHN,1
AZD1775,AZD2811,AGS,1
AZD1775,AZD2811,AMO-1,0
AZD1775,AZD2811,AU565,1
AZD1775,AZD2811,AsPC-1,0
AZD1775,AZD2811,BFTC-909,1
AZD1775,AZD2811,BHT-101,1
AZD1775,AZD2811,BL-41,1
AZD1775,AZD2811,C2BBe1,1
AZD1775,AZD2811,C32,0
AZD1775,AZD2811,CA46,1
AZD1775,AZD2811,CAL-29,1
AZD1775,AZD2811,CAL-51,1
AZD1775,AZD2811,CAL-54,0
AZD1775,AZD2811,CAL-85-1,0
AZD1775,AZD2811,CAMA-1,0
AZD1775,AZD2811,CAS-1,1
AZD1775,AZD2811,CFPAC-1,0
AZD1775,AZD2811,CHP-212,0
AZD1775,AZD2811,CL-11,1
AZD1775,AZD2811,COR-L105,0
AZD1775,AZD2811,COR-L279,1
AZD1775,AZD2811,COR-L311,0
AZD1775,AZD2811,Calu-3,0
AZD1775,AZD2811,Caov-4,0
AZD1775,AZD2811,DAN-G,0
AZD1775,AZD2811,DEL,1
